Date,SPX,VIX,DJIA,RUSSELL2K,Nasdaq,Oil,Gold,Silver,Yen,FTSE,NYSE Composite,SPX total Return,MSACSR,RSXFS,CORESTICKM159SFRBATL,UNRATE,LNU02026631,LNS13026638,NILFWJN,FRBATLWGT12MMUMHWGJST,LNS11300060,GS10,BAA10Y,DGS2,DGS5,AAA10Y,DGS30,DGS3MO,BAMLH0A0HYM2EY,BAMLH0A3HYCEY,BAMLH0A0HYM2,CSUSHPISA,NASDAQCOM,EMVOVERALLEMV,EMVMACROINTEREST,EMVMONETARYPOL,EMVMACROBUS,UMCSENT,MICH,USALOLITONOSTSAM,SAHMREALTIME,JHGDPBRINDX,FRBKCLMCILA,FRBKCLMCIM,DCOILWTICO,PPIACO,PPORKUSDM,WPU08,APU0000713111,APU0000703112,ICSA,CCSA,FEDFUNDS,CPIAUCSL,M2SL,PSAVERT,REAINTRATREARAT10Y,VIXCLS,DFF
8/1/2001,0,3.299999237,-573.0595703,-16.22000122,-221.6999512,0.950000763,3.799987793,-0.129999638,-6.260002136,-184.1000977,-307.699707,-106.2698975,0.2,1563,0.0444532,0.3,-35,53,411,0.1,-0.1,-0.27,0.143581781,-0.281180124,-0.187991718,0.151035197,-0.129855072,-0.155507246,-0.460098814,-1.070335968,-0.206956522,0.676,-104.2659627,-2.34905,-0.725,0.32183,0.04673,-0.9,0.1,-0.057127491,0.17,0,-0.00566,0.32927,0.949151139,0,-1.437204969,0.1,-0.062,-0.046,0,89250,-0.12,0,33.8,1.1,-0.19400602,-0.454451346,-0.116451613
9/1/2001,1,7.010000229,-1102.19043,-63.69000244,-306.6300049,-3.770000458,18,0.484999657,0.720001221,-441.6000977,-465.2402344,-128.4901123,0,-4715,0.1354998,0.1,-24,34,-323,-0.1,0,-0.24,0.418491049,-0.638567775,-0.458618926,0.392634271,-0.000537084,-0.745473146,0.801714976,1.933719807,1.1897343,0.645,-356.4026087,22.46321,6.67362,8.94676,0.6,-9.7,0.1,-0.037167176,0.13,0,-0.33475,-0.51576,-1.174439359,-0.1,-7.605652174,-0.8,-0.005,0.083,37000,142200,-0.58,0.7,111.2,0.4,-0.15659345,13.2035942,-0.583580645
10/1/2001,1,1.630001068,227.5800781,23.30001831,191.3999023,-2.25,-12.8999939,-0.432999611,2.930000305,136.300293,26.43017578,27.89001465,-0.1,18154,0.0944284,0.3,-30,325,114,0.1,0.1,-0.16,0.044117647,-0.392914439,-0.205294118,0.01959893,-0.167486631,-0.494625668,0.298285024,1.124541063,0.553743961,0.498,83.11826087,-13.09495,-2.80631,-7.28787,-0.46061,0.9,-1.8,0.045536384,0.3,-47.9126,-0.24893,-0.31265,-4.029908467,-3,-6.63826087,-3.7,0.034,-0.004,45750,265300,-0.58,-0.5,-11.3,-4,-0.19083552,-2.344028986,-0.58383871
11/1/2001,1,-9.720001221,776.4199219,32.60998535,240.3800049,-1.739999771,-5.600006104,-0.086000443,1.049995422,163.8999023,348.1899414,114.3400879,-0.2,-7485,0.1188346,0.2,8,286,60,0,-0.1,0.08,-0.1785,0.056590909,0.0625,-0.144363636,-0.197454545,-0.291227273,-0.892628458,-1.665652174,-1.00243083,0.547,213.6341201,-2.93925,-1.93794,-1.90574,-0.50837,1.2,-0.6,0.151462365,0.27,0,-0.09665,0.2604,-2.534565217,-0.5,-8.69173913,-0.8,0.008,0.034,-33250,129000,-0.4,-0.1,43.7,0.5,-0.17216692,-6.090351967,-0.39816129
12/1/2001,0,-0.040000916,170.0107422,27.72000122,19.82006836,0.399999619,4.800018311,0.451000214,8.220001221,13.79980469,111.3500977,14.05993652,-0.3,-3965,-0.036813,0.2,28,55,-14,-0.1,0.2,0.44,-0.195710526,0.3245,0.417,-0.629631579,0.362,-0.1865,-0.065045455,0.822,-0.499590909,0.598,107.648119,-2.04008,-0.77585,-0.42394,-0.04574,4.9,1.4,0.238409117,0.23,0,-0.04345,0.34309,-0.246052632,-1.7,-1.187777778,-0.9,0.013,-0.034,-30700,-67100,-0.27,-0.1,53,0.3,0.22581077,-2.910952381,-0.269258065
1/1/2002,0,-2.709999084,-101.5703125,-5.399993896,-16.36999512,-0.36000061,3.399993896,-0.362999916,3.199996948,-52.60009766,-119.4902344,-23.63000488,0.4,-242,-0.0070189,0,-50,111,66,0,-0.2,-0.05,-0.13197995,-0.078904762,-0.0495,-0.17641604,-0.034761905,-0.035238095,-0.227681818,-0.187454545,-0.140409091,0.689,-0.941928571,4.29325,0.86686,1.6358,0.29429,4.2,0.1,0.2762027,-0.03,-13.0437,0.07481,0.07621,0.325814536,0.4,6.852539683,1.1,-0.049,0.021,-8300,-38900,-0.09,0.3,20.3,1.9,0.48292366,-1.467142857,-0.088064516
2/1/2002,1,0.5,186.1298828,-13.74002075,-202.5400391,2.370000839,14.6000061,0.281000137,-1.409988403,-63.79980469,1.060058594,-30.76000977,-0.2,1363,-0.0296581,0,33,-105,-244,-0.1,0.2,-0.13,0.145137845,-0.01283208,-0.041578947,0.085889724,0.006340852,0.072080201,-0.170318182,-0.937545455,-0.051090909,0.701,-177.0496241,-3.80471,-3.78089,-3.2733,-0.18768,-2.3,0.2,0.261926032,-0.1,0,-0.08355,0.60733,1.008922306,-0.1,0.875764411,1.3,0.061,-0.034,-9500,3750,0.01,0.3,29.3,-0.2,-0.12342653,0.622932331,0.009965438
3/1/2002,0,-4.190000534,297.8105469,37.1000061,113.8599854,4.379999161,5.899993896,0.143999577,-0.550003052,170.7998047,230.8300781,58.84008789,0.1,-611,-0.0586367,0,-16,62,39,0,-0.2,0.37,-0.156947368,0.542236842,0.439578947,-0.070342105,0.356921053,0.068157895,-0.309357143,-0.613666667,-0.774428571,0.842,63.32655263,-7.0744,1.14976,0.32043,0.14777,5,0.6,0.197156138,-0.13,0,0.04439,0.47466,3.807315789,1.4,-4.336240602,2.3,-0.067,0.04,16400,56550,-0.01,0.5,11.8,0.1,0.02121675,-3.890789474,-0.009642857
4/1/2002,0,4.510000229,-457.7207031,4.210021973,-157.1199951,1.060001373,6.299987793,-0.108999729,-4.380004883,-106.199707,-277.5698242,-98.43005371,0.2,4274,-0.0026389,0.2,56,113,11,-0.2,0.1,-0.07,-0.000181818,-0.134772727,-0.091181818,0.023954545,-0.016681818,-0.08,-0.299415584,-1.318333333,-0.169480519,0.924,-104.2432273,2.31446,0.46084,0.23601,0.0143,-2.7,0.1,0.082328,0.03,-3.1394,0.03401,0.03828,1.648090909,1,-6.021103896,0.3,0.019,0.044,13850,78450,0.02,0.8,0.2,-0.1,0.27983614,0.915454545,0.023
5/1/2002,0,-1.930000305,-20.96972656,-23.20001221,-72.5,-1.940000534,17.6000061,0.493999958,-4.470001221,-80.5,-35.95019531,-11.22998047,-0.3,-3760,-0.0142384,-0.1,-2,34,216,0,0,-0.05,0.101363636,-0.158636364,-0.152272727,0.038181818,-0.034545455,0.015454545,-0.269031621,-2.500652174,-0.13256917,1.113,-98.49136364,-1.17078,-0.65528,-0.84092,-0.26031,3.9,-0.1,-0.050320504,0.03,0,-0.07842,0.0598,0.862272727,0,2.194545455,-1.2,-0.065,-0.047,-20250,22750,0,0.2,26.1,0.7,-0.35057639,0.187272727,-0.001709677
6/1/2002,0,5.420000076,-681.9902344,-24.82998657,-152.5200195,1.510000229,-13,-0.19299984,-4.540000916,-428.7001953,-398.7299805,-107.8300781,0.2,2213,-0.2120528,0,40,38,-59,-0.1,-0.4,-0.23,0.100318182,-0.271090909,-0.308545455,0.112863636,-0.080272727,-0.028454545,0.654637681,0.306128364,0.949192547,1.089,-154.8234091,5.88328,1.11901,1.31445,0.33713,-4.5,0,-0.175288956,-0.03,0,-0.02391,-0.11351,-1.522863636,0.1,3.436772727,-1.1,0.066,-0.018,-21800,-76800,0,0.1,25,0,-0.03068602,5.183272727,-0.000956989
7/1/2002,1,6.629999161,-506.6699219,-70.22000122,-134.9499512,0.159999847,-10.29998779,-0.238000393,0.260002136,-410.199707,-440.9301758,-109.5999756,0,2983,0.0228835,0,-16,-115,81,0,-0.1,-0.28,0.221045455,-0.436181818,-0.378727273,0.178954545,-0.092,-0.018363636,1.064927536,1.696480331,1.384720497,1.075,-159.4020455,26.79066,4.80347,6.03399,0.36067,-4.3,-0.1,-0.253019789,-0.07,-3.1004,-0.00485,-0.39857,1.447690476,0.3,4.4555,0,-0.048,-0.06,-1200,-130950,-0.02,0.4,42.6,-0.8,-0.17793536,8.778545455,-0.021301075
8/1/2002,0,0.61000061,-73.08984375,-1.460021973,-13.41003418,1.959999084,9.199981689,-0.157999992,-0.879997253,-18.90039063,44.20019531,8.520019531,-0.2,2274,-0.1173015,-0.1,-2,11,-220,0,0.1,-0.39,0.08,-0.423181818,-0.512727273,0.227272727,-0.309090909,-0.066363636,0.004782609,1.423913043,0.425652174,0.942,-18.725,-12.10761,0.79712,-0.90949,0.32953,-0.5,0,-0.270475392,-0.2,0,-0.00019,0.03925,1.418809524,0.3,-8.756818182,0.5,-0.042,0.01,7600,12550,0.01,0.5,42.5,-0.1,-0.39966596,-0.306818182,0.014193548
9/1/2002,1,7.049999237,-1071.569824,-28.69000244,-142.789917,0,0,0,2.930000305,-505.4997559,-529.8500977,-141.8199463,-0.1,-4417,-0.1193318,0,-16,-5,60,-0.2,0.1,-0.39,0.201454545,-0.129136364,-0.356545455,0.176772727,-0.312909091,0.011727273,-0.220186335,0.979606625,0.063436853,0.95,-76.29145455,-7.51353,-0.21514,-1.77289,0.11245,-1.5,-0.1,-0.251255174,-0.23,0,-0.09241,0.11746,1.2785,0.8,-9.452681818,-0.8,0.04,0.007,15900,38200,0.01,0.3,24.4,0.6,-0.29615434,3.904772727,0.00744086
10/1/2002,1,-8.549999237,805.1000977,11.23001099,157.6899414,-1.760000229,5.600006104,0.062000275,0.619995117,317.8999023,290.3598633,102.3699951,0.1,1327,-0.0897166,0,-39,76,-258,0,-0.1,0.07,0.266727273,-0.092681818,0.007,0.096409091,0.218818182,-0.049,0.772360248,0.79300207,0.827867495,0.955,-9.15726087,-0.50526,-2.7494,-2.25351,-0.60328,-5.5,0,-0.198016335,-0.33,5.3906,-0.03925,-0.24871,-0.826978261,0.9,6.151673913,-0.7,-0.045,0.045,-2000,750,0,0.4,44.4,-0.2,-0.17741261,-2.404456522,0.004172043
11/1/2002,0,-3.63999939,499.0595703,32.8500061,149.0300293,-0.329999924,-1.200012207,-0.085000038,0.069999695,129.6999512,236.5302734,74.47998047,0,1615,-0.1135654,0.2,-9,69,304,-0.2,-0.3,0.11,-0.223779904,0.011339713,0.109736842,-0.123014354,0.000287081,-0.355263158,-0.980671937,-2.392114625,-1.029209486,0.935,167.2397609,-7.87179,-0.79938,0.44187,0.17366,3.6,-0.1,-0.130994208,-0.14,0,-0.05029,-0.03522,-2.484416476,-0.1,-2.21006865,-0.5,-0.019,0,-15300,-73350,-0.41,0.3,50.2,0,0.12689117,-7.068043478,-0.41883871
12/1/2002,0,1.120000839,-554.4599609,-23.26000977,-143.2700195,0,0,0,-3.819999695,-229,-236.8500977,-78.70996094,0,2362,-0.0323516,0.1,-59,-34,-166,0,0.2,-0.02,-0.152756892,-0.086967419,-0.021403509,-0.075989975,-0.04877193,-0.043784461,-0.686926407,-1.81469697,-0.685324675,0.954,-21.99959524,0.88674,-0.84279,-1.90658,-0.13195,2.5,0.1,-0.087992884,-0.13,0,0.00928,0.18513,3.108847118,-0.2,3.069894737,0,0.03,-0.028,22050,350,-0.1,0.3,21.4,-0.3,0.29666685,0.03547619,-0.097612903
1/1/2003,0,2.549999237,-287.8198242,-10.91998291,-14.59997559,6.619998932,51.5,0.43900013,1.210006714,-373,-131.3198242,-33.04003906,0,1300,-0.0142784,-0.2,35,-52,65,-0.1,-0.2,0.02,-0.117142857,-0.092857143,0.019047619,-0.057142857,0.004285714,-0.021904762,-0.774437229,-1.779393939,-0.78012987,0.837,2.407619048,1.86025,2.04732,0.46796,0.25784,-4.3,0,-0.064094894,-0.07,1.797,-0.02996,-0.08175,3.486190476,2.4,2.9115,-0.1,0.042,0.029,-19250,-68250,0,0.8,32.6,0,-0.20405192,-0.786190476,-0.003225806
2/1/2003,1,-1.540000916,-162.7299805,-11.65002441,16.60998535,3.090000153,-18.09997559,-0.268000126,-1.820007324,88.20019531,-152.6103516,-18.43005371,0.5,-4042,-0.0828937,0.1,-11,73,-32,0,0.1,-0.15,-0.144837093,-0.115438596,-0.154486216,-0.076340852,-0.112882206,-0.003784461,0.086818182,0.110727273,0.250772727,0.894,-76.29794486,-3.60991,-3.77981,-1.31097,-0.47115,-2.5,0.2,-0.030418553,-0.03,0,-0.16038,-0.19409,2.881278195,2.3,1.580710526,1.5,0.027,0.056,16000,22500,0.02,1,36.1,-0.1,-0.02182274,4.794135338,0.026981567
3/1/2003,1,-0.479999542,101.0498047,4.020019531,3.650024414,-5.559997559,-14.30001831,-0.124000072,-0.079994202,-42.30004883,14.14013672,11.75,-0.4,4632,-0.0768722,0,101,-40,316,-0.1,0.1,-0.09,-0.012305764,-0.054085213,-0.114085213,0.030626566,0.002406015,-0.034310777,-0.45047619,-0.270380952,-0.389690476,0.793,35.24223058,7.30471,3.16479,2.20457,0.06482,-2.3,0.4,0.032136011,-0.07,0,-0.12054,0.28377,-2.315087719,3.6,0.674289474,-0.6,-0.066,0.08,16400,103800,-0.01,0.3,20.7,-0.3,-0.24278805,-1.584135338,-0.009239631
4/1/2003,1,-7.940000534,487.9599609,34.13998413,123.1400146,-5.240001678,3.200012207,0.177000046,0.809997559,312.6999512,401.3500977,100.6099854,0,-623,-0.1684381,0.1,-42,9,-465,-0.1,0.1,0.15,-0.247619048,0.048571429,0.144761905,-0.292857143,0.1,0.001428571,-0.88952381,-2.325714286,-1.027619048,0.736,61.32714286,-4.58147,-2.31326,-2.15159,0.32166,8.4,-0.7,0.119011874,0,-18.2485,0.11558,-0.19115,-5.342857143,-4.4,0.368642857,0.3,-0.026,-0.003,8850,88950,0.01,-0.7,37.4,0.1,0.08602752,-6.642380952,0.005096774
5/1/2003,1,-1.739999771,370.1699219,42.32000732,131.5999756,3.760000229,25.3999939,-0.111999989,0.480003357,122.1000977,303.8100586,69.65002441,-0.2,165,-0.1110084,0.1,-10,124,359,0,-0.1,-0.39,-0.085238095,-0.207142857,-0.412857143,-0.137619048,-0.364285714,-0.064285714,-0.77,-1.907991718,-0.377494824,0.851,114.3519048,-4.74709,1.56899,2.90843,-0.00766,6.1,-0.4,0.200607608,0.07,0,-0.07253,0.58856,-0.061904762,-0.1,9.786190476,0.2,-0.056,0.001,-12250,89450,0,-0.3,60.5,0.3,0.06110251,-3.752380952,0.001032258
6/1/2003,1,0.050001144,135.1806641,7.369995117,26.89001465,0,0,0,0.369995117,-16.90014648,69.79980469,17.76000977,-0.4,3034,-0.0767907,0.2,72,-29,-70,0,0.2,-0.24,0.047142857,-0.188095238,-0.25,-0.017142857,-0.144285714,-0.151904762,-0.487142857,-1.275341615,-0.29679089,0.914,107.5680952,-0.59945,1.07443,-0.3077,-0.43163,-2.4,0.1,0.257963733,0.2,0,0.07034,0.08747,2.553809524,1.3,5.812166667,0.7,0.095,0.076,-2250,-17700,-0.04,0.2,36.7,-0.2,-0.46560524,0.122857143,-0.036365591
7/1/2003,1,-0.030000687,248.359375,27.6499939,112.2199707,0.98000145,-10.5,0.590000153,0.88999939,125.8000488,53.8203125,24.84997559,0.1,2956,-0.034342,-0.1,-17,109,115,-0.1,-0.3,0.65,-0.215281385,0.246948052,0.606558442,-0.11461039,0.509155844,-0.015735931,0.059751553,-0.298136646,-0.48494824,1.128,85.10041126,0.57982,-1.81625,-2.87117,-0.51621,1.2,-0.4,0.302356911,0.07,-4.6278,-0.0581,0.00829,0.092164502,-0.3,-3.90597619,3.1,0.009,-0.054,-10250,-85250,-0.21,0.6,46.7,0.8,0.22357322,-1.201017316,-0.211376344
8/1/2003,0,-0.86000061,182.0205078,21.40002441,75.42993164,1.029998779,21.70001221,-0.006999969,-3.88999939,4.100097656,101.1699219,27.97009277,-0.1,4613,-0.0716742,-0.1,-31,114,-25,0,0,0.47,-0.074242424,0.390194805,0.497727273,-0.082532468,0.317987013,0.048593074,0.438754941,-0.142252964,-0.035592885,1.192,7.971493506,-3.0317,0.22652,0.67162,0.47629,-1.6,0.8,0.336954137,0,0,0.04621,0.04567,0.819264069,0.3,-4.211904762,0.9,0.051,0.128,-11300,-19850,0.02,0.8,58.1,-0.2,0.6230155,0.112922078,0.017741935
9/1/2003,1,4.090000153,-140.7607422,-9.740020752,-23.51000977,-2.369998932,9.699981689,0.027999878,-5.379997253,-69.80004883,-16.13037109,-15.5300293,0.3,-1535,0.0187137,0,-25,-66,2,0,-0.2,-0.18,-0.050952381,-0.158095238,-0.185238095,0.007619048,-0.17,-0.013809524,-0.610909091,-0.637272727,-0.462727273,1.325,131.4019048,-2.2738,-1.6159,-2.29379,-0.54221,-1.6,0.3,0.360988629,-0.1,0,-0.0464,0.02044,-3.262380952,0.5,-0.036190476,6.2,0.014,0.016,-4700,-20650,-0.02,0.6,-28,-0.8,0.14553379,0.258095238,-0.019032258
10/1/2003,1,-6.619998932,526.0605469,40.53997803,145.2700195,-0.090000153,-0.899993896,-0.078000069,-1.290000916,196.3000488,314.9799805,81.84997559,0,-1666,-0.0231342,-0.1,-33,-159,-72,-0.1,0.1,0.02,-0.073441558,0.041536797,0.001147186,-0.034632035,0.024285714,-0.013419913,-0.436541502,-0.950909091,-0.437766798,1.237,51.66654244,-0.53182,-0.9481,0.11657,0.28133,1.9,-0.2,0.365728739,-0.07,1.2639,0.06729,-0.12725,2.026832298,0.8,-4.113246753,0.1,0.079,-0.012,-13500,-89500,0,-0.2,-9.2,0.1,-0.51641889,-1.508902692,0
11/1/2003,1,0.219999313,-18.66015625,18.29003906,28.05004883,1.299999237,12.29998779,0.296000004,-0.13999939,55,114.0102539,13.44995117,0.3,3534,-0.1245202,-0.2,19,-138,-226,0,-0.1,0.01,-0.084494949,0.178939394,0.101313131,-0.058939394,-0.053333333,0.01040404,-0.224389234,-0.112380952,-0.303250518,1.263,31.36185355,-2.76921,-1.10415,-0.93793,-0.11148,4.1,0.1,0.3406051,-0.07,0,0.10816,0.35806,0.770072464,-0.4,-3.847626263,0.3,-0.07,0.246,-19000,-112850,-0.01,0.1,5.5,0,0.33308229,-0.622425629,-0.014
12/1/2003,1,1.989999771,671.4599609,10.39996338,43.10998535,2.11000061,18.90002441,0.59800005,-2.459999084,134.2998047,390.9799805,80.86999512,-0.1,-686,-0.0603801,-0.1,-10,-78,161,0,0,-0.03,-0.029141414,-0.019393939,-0.018585859,0.003484848,-0.033484848,-0.037676768,-0.35452381,-0.553073593,-0.337619048,1.385,17.73138756,2.92299,1.54141,1.75791,-0.11841,-1.1,-0.1,0.285424889,-0.2,0,0.15179,0.14402,1.020714286,0.6,-0.010055556,-0.5,-0.071,-0.024,-4750,-103150,-0.02,0.5,-1.8,0,-0.00032899,-0.574688995,-0.011806452
1/1/2004,1,-1.680000305,34.15039063,23.85003662,62.77990723,0.529998779,-13.5,0.292999744,-1.690002441,-86.19970703,87.62988281,29.79003906,-0.2,1301,-0.0154901,0,-17,-65,74,0,0,-0.12,-0.037136364,-0.146272727,-0.147136364,0.033681818,-0.082181818,-0.014045455,-0.466818182,-1.394545455,-0.34,1.467,141.0194545,1.86119,2.68463,1.89376,0.10498,11.2,0.1,0.214929276,-0.13,0.9831,-0.0394,-0.10089,2.180952381,1.9,4.262,-0.6,0.123,0.028,1950,-122050,0.02,0.8,8.2,-0.4,-0.0116183,-0.725363636,0.012903226
2/1/2004,0,-2.07999897,95.84960938,4.799987793,-36.32995605,0,0,0,3.340003967,101.5,140.7402344,22.9699707,-0.1,2019,0.0874138,-0.1,60,-45,-19,-0.1,-0.1,-0.07,-0.110447368,-0.021,-0.053605263,0.030815789,-0.054157895,0.044236842,0.246580087,0.465714286,0.318571429,1.546,-49.644,-4.13285,-2.81744,-1.23244,-0.26612,-9.4,-0.1,0.12870478,0,0,-0.04367,0.05968,0.374736842,0.7,8.086388889,5.7,-0.084,-0.01,550,-33450,0.01,0.4,38.8,0,-0.13037362,-0.102578947,0.010144605
3/1/2004,0,2.18999958,-226.2197266,4.75,-35.59997559,2.709999084,25.09997559,1.690000057,-4.840003967,-106.5,-93.31005859,-25.27990723,-0.1,5277,0.0889244,0.2,31,183,66,0,0.1,-0.25,0.106773455,-0.162173913,-0.280938215,0.082814645,-0.177276888,0.008741419,-0.084761905,0.249503106,0.143167702,1.867,-68.88130435,2.31247,0.5977,-0.90536,0.08956,1.4,0.3,0.059750196,0.1,0,0.06858,0.07481,2.056567506,1,4.320676329,5.1,-0.044,-0.054,-18750,-68500,-0.01,0.4,35.8,-0.1,-0.10141608,1.688970252,-0.005628476
